CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
102;CN;27903;D;27;Rosa;546;;0
103;CN;85422;A;1;Rosa;546;;0
104;CN;41401;E;26;Rosa;546;;0
105;CN;26172;D;29;Rosa;546;;0
106;CN;85112;E;30;Rosa;546;;0
107;CN;32764;C;23;Rosa;546;;0
108;CN;84577;E;19;Rosa;546;;0
109;CN;85351;C;26;Rosa;546;;0
110;CN;41113;A;28;Rosa;546;;0
111;CN;8639;E;15;Rosa;546;;0
112;CN;32800;C;27;Rosa;546;;0
113;CN;10469;E;28;Rosa;546;;0
114;CN;43415;D;17;Rosa;546;;0
115;CN;17094;E;8;Rosa;546;;0
116;CN;16089;D;7;Rosa;546;;0
117;CN;88674;B;9;Rosa;546;;0
118;CN;32818;C;2;Rosa;546;;0
119;CN;95247;A;3;Rosa;546;;0
120;CN;96533;A;2;Rosa;546;;0
121;CN;29475;D;3;Rosa;546;;0
122;CN;83267;A;7;Rosa;546;;0
123;CN;87672;E;4;Rosa;546;;0
124;CN;39840;C;19;Rosa;546;;0
125;CN;39654;A;14;Rosa;546;;0
126;CN;83288;A;8;Rosa;546;;0
127;CN;30492;D;22;Rosa;546;;0
128;CN;97473;E;24;Rosa;546;;0
129;CN;96239;B;15;Rosa;546;;0
130;CN;96686;E;5;Rosa;546;;0
131;CN;10529;D;14;Rosa;546;;0
132;CN;95644;D;21;Rosa;546;;0
133;CN;97450;A;13;Rosa;546;;0
134;CN;97891;B;20;Rosa;546;;0
135;CN;97997;D;18;Rosa;546;;0
136;MT;117635;E;6;Azul;515;;0
137;MT;9779;E;21;Azul;515;;0
138;MT;111608;E;5;Azul;515;;0
139;MT;111696;A;15;Azul;515;;0
140;MT;63187;D;1;Azul;515;;0
141;MT;117612;B;17;Azul;515;;0
142;MT;63808;E;9;Azul;515;;0
143;MT;54448;B;20;Azul;515;;0
144;MT;86432;A;1;Azul;515;;0
145;MT;23065;C;14;Azul;515;;0
146;MT;117798;A;26;Azul;515;;0
147;MT;30740;B;12;Azul;515;;0
148;MT;30436;C;12;Azul;515;;0
149;MT;117725;D;24;Azul;515;;0
150;MT;84409;B;23;Azul;515;;0
151;MT;28434;A;16;Azul;515;;0
152;MT;117607;B;16;Azul;515;;0
153;MT;30570;E;3;Azul;515;;0
154;MT;84374;C;21;Azul;515;;0
155;MT;83754;E;2;Azul;515;;0
156;MT;39708;C;3;Azul;515;;0
157;MT;117950;A;7;Azul;515;;0
158;MT;117845;C;11;Azul;515;;0
159;MT;117726;D;30;Azul;515;;0
160;MT;8368;C;28;Azul;515;;0
161;MT;13303;B;27;Azul;515;;0
162;MT;14324;D;10;Azul;515;;0
163;MT;18002;C;4;Azul;515;;0
164;MT;42803;C;13;Azul;515;;0
165;MT;117743;E;19;Azul;515;;0
166;MT;10360;D;8;Azul;515;;0
167;MT;31184;C;29;Azul;515;;0
168;MT;8401;D;19;Azul;515;;0
169;MT;117818;A;9;Azul;515;;0
170;MT;117783;B;14;Azul;515;;0
171;MT;83792;E;2;Azul;515;;0
172;MT;8442;D;25;Azul;515;;0
173;MT;89634;E;28;Azul;515;;0
174;MT;78445;C;26;Azul;515;;0
175;MT;17642;D;8;Azul;515;;0
176;MT;117767;D;18;Azul;515;;0
177;MT;83955;D;21;Azul;515;;0
178;MT;111593;B;25;Azul;515;;0
179;MT;111518;A;20;Azul;515;;0
180;MT;83994;A;4;Azul;515;;0
136;MT;117783;B;14;Amarela;516;;0
137;MT;83792;E;2;Amarela;516;;0
138;MT;8442;D;25;Amarela;516;;0
139;MT;117635;E;6;Amarela;516;;0
140;MT;9779;E;21;Amarela;516;;0
141;MT;111608;E;5;Amarela;516;;0
142;MT;111518;A;20;Amarela;516;;0
143;MT;83994;A;4;Amarela;516;;0
144;MT;63187;D;1;Amarela;516;;0
145;MT;117612;B;17;Amarela;516;;0
146;MT;63808;E;9;Amarela;516;;0
147;MT;54448;B;20;Amarela;516;;0
148;MT;86432;A;1;Amarela;516;;0
149;MT;23065;C;14;Amarela;516;;0
150;MT;117798;A;26;Amarela;516;;0
151;MT;30740;B;12;Amarela;516;;0
152;MT;30436;C;12;Amarela;516;;0
153;MT;117725;D;24;Amarela;516;;0
154;MT;84409;B;23;Amarela;516;;0
155;MT;28434;A;16;Amarela;516;;0
156;MT;117607;B;16;Amarela;516;;0
157;MT;30570;E;3;Amarela;516;;0
158;MT;84374;C;21;Amarela;516;;0
159;MT;83754;E;2;Amarela;516;;0
160;MT;39708;C;3;Amarela;516;;0
161;MT;117950;A;7;Amarela;516;;0
162;MT;117845;C;11;Amarela;516;;0
163;MT;111696;A;15;Amarela;516;;0
164;MT;117726;D;30;Amarela;516;;0
165;MT;8368;C;28;Amarela;516;;0
166;MT;13303;B;27;Amarela;516;;0
167;MT;14324;D;10;Amarela;516;;0
168;MT;18002;C;4;Amarela;516;;0
169;MT;42803;C;13;Amarela;516;;0
170;MT;117743;E;19;Amarela;516;;0
171;MT;10360;D;8;Amarela;516;;0
172;MT;31184;C;29;Amarela;516;;0
173;MT;8401;D;19;Amarela;516;;0
174;MT;117818;A;9;Amarela;516;;0
175;MT;111593;B;25;Amarela;516;;0
176;MT;89634;E;28;Amarela;516;;0
177;MT;78445;C;26;Amarela;516;;0
178;MT;17642;D;8;Amarela;516;;0
179;MT;117767;D;18;Amarela;516;;0
180;MT;83955;D;21;Amarela;516;;0
136;MT;111518;A;20;Rosa;517;;0
137;MT;83994;A;4;Rosa;517;;0
138;MT;17642;D;8;Rosa;517;;0
139;MT;117767;D;18;Rosa;517;;0
140;MT;83955;D;21;Rosa;517;;0
141;MT;111593;B;25;Rosa;517;;0
142;MT;117635;E;6;Rosa;517;;0
143;MT;9779;E;21;Rosa;517;;0
144;MT;111608;E;5;Rosa;517;;0
145;MT;117783;B;14;Rosa;517;;0
146;MT;83792;E;2;Rosa;517;;0
147;MT;8442;D;25;Rosa;517;;0
148;MT;63187;D;1;Rosa;517;;0
149;MT;117612;B;17;Rosa;517;;0
150;MT;63808;E;9;Rosa;517;;0
151;MT;54448;B;20;Rosa;517;;0
152;MT;86432;A;1;Rosa;517;;0
153;MT;23065;C;14;Rosa;517;;0
154;MT;117798;A;26;Rosa;517;;0
155;MT;30740;B;12;Rosa;517;;0
156;MT;30436;C;12;Rosa;517;;0
157;MT;117725;D;24;Rosa;517;;0
158;MT;84409;B;23;Rosa;517;;0
159;MT;28434;A;16;Rosa;517;;0
160;MT;117607;B;16;Rosa;517;;0
161;MT;30570;E;3;Rosa;517;;0
162;MT;84374;C;21;Rosa;517;;0
163;MT;83754;E;2;Rosa;517;;0
164;MT;39708;C;3;Rosa;517;;0
165;MT;117950;A;7;Rosa;517;;0
166;MT;117845;C;11;Rosa;517;;0
167;MT;111696;A;15;Rosa;517;;0
168;MT;89634;E;28;Rosa;517;;0
169;MT;78445;C;26;Rosa;517;;0
170;MT;117726;D;30;Rosa;517;;0
171;MT;8368;C;28;Rosa;517;;0
172;MT;13303;B;27;Rosa;517;;0
173;MT;14324;D;10;Rosa;517;;0
174;MT;18002;C;4;Rosa;517;;0
175;MT;42803;C;13;Rosa;517;;0
176;MT;117743;E;19;Rosa;517;;0
177;MT;10360;D;8;Rosa;517;;0
178;MT;31184;C;29;Rosa;517;;0
179;MT;8401;D;19;Rosa;517;;0
180;MT;117818;A;9;Rosa;517;;0
136;MT;63187;D;1;Cinza;518;;0
137;MT;117612;B;17;Cinza;518;;0
138;MT;63808;E;9;Cinza;518;;0
139;MT;54448;B;20;Cinza;518;;0
140;MT;86432;A;1;Cinza;518;;0
141;MT;23065;C;14;Cinza;518;;0
142;MT;117798;A;26;Cinza;518;;0
143;MT;30740;B;12;Cinza;518;;0
144;MT;30436;C;12;Cinza;518;;0
145;MT;117725;D;24;Cinza;518;;0
146;MT;84409;B;23;Cinza;518;;0
147;MT;28434;A;16;Cinza;518;;0
148;MT;117607;B;16;Cinza;518;;0
149;MT;30570;E;3;Cinza;518;;0
150;MT;84374;C;21;Cinza;518;;0
151;MT;117635;E;6;Cinza;518;;0
152;MT;9779;E;21;Cinza;518;;0
153;MT;111608;E;5;Cinza;518;;0
154;MT;117726;D;30;Cinza;518;;0
155;MT;8368;C;28;Cinza;518;;0
156;MT;13303;B;27;Cinza;518;;0
157;MT;14324;D;10;Cinza;518;;0
158;MT;18002;C;4;Cinza;518;;0
159;MT;42803;C;13;Cinza;518;;0
160;MT;117743;E;19;Cinza;518;;0
161;MT;10360;D;8;Cinza;518;;0
162;MT;31184;C;29;Cinza;518;;0
163;MT;8401;D;19;Cinza;518;;0
164;MT;117818;A;9;Cinza;518;;0
165;MT;117783;B;14;Cinza;518;;0
166;MT;83792;E;2;Cinza;518;;0
167;MT;8442;D;25;Cinza;518;;0
168;MT;111518;A;20;Cinza;518;;0
169;MT;83994;A;4;Cinza;518;;0
170;MT;17642;D;8;Cinza;518;;0
171;MT;117767;D;18;Cinza;518;;0
172;MT;83955;D;21;Cinza;518;;0
173;MT;83754;E;2;Cinza;518;;0
174;MT;39708;C;3;Cinza;518;;0
175;MT;117950;A;7;Cinza;518;;0
176;MT;117845;C;11;Cinza;518;;0
177;MT;111696;A;15;Cinza;518;;0
178;MT;89634;E;28;Cinza;518;;0
179;MT;78445;C;26;Cinza;518;;0
180;MT;111593;B;25;Cinza;518;;0
136;MT;63187;D;1;Laranja;522;;0
137;MT;117612;B;17;Laranja;522;;0
138;MT;63808;E;9;Laranja;522;;0
139;MT;54448;B;20;Laranja;522;;0
140;MT;86432;A;1;Laranja;522;;0
141;MT;23065;C;14;Laranja;522;;0
142;MT;117798;A;26;Laranja;522;;0
143;MT;30740;B;12;Laranja;522;;0
144;MT;30436;C;12;Laranja;522;;0
145;MT;117725;D;24;Laranja;522;;0
146;MT;84409;B;23;Laranja;522;;0
147;MT;28434;A;16;Laranja;522;;0
148;MT;117607;B;16;Laranja;522;;0
149;MT;30570;E;3;Laranja;522;;0
150;MT;84374;C;21;Laranja;522;;0
151;MT;96479;D;1;Laranja;522;;0
152;MT;9779;E;21;Laranja;522;;0
153;MT;111608;E;5;Laranja;522;;0
154;MT;117726;D;30;Laranja;522;;0
155;MT;8368;C;28;Laranja;522;;0
156;MT;13303;B;27;Laranja;522;;0
157;MT;14324;D;10;Laranja;522;;0
158;MT;18002;C;4;Laranja;522;;0
159;MT;42803;C;13;Laranja;522;;0
160;MT;117743;E;19;Laranja;522;;0
161;MT;10360;D;8;Laranja;522;;0
162;MT;31184;C;29;Laranja;522;;0
163;MT;8401;D;19;Laranja;522;;0
164;MT;117818;A;9;Laranja;522;;0
165;MT;117783;B;14;Laranja;522;;0
166;MT;83792;E;2;Laranja;522;;0
167;MT;8442;D;25;Laranja;522;;0
168;MT;111518;A;20;Laranja;522;;0
169;MT;83994;A;4;Laranja;522;;0
170;MT;17642;D;8;Laranja;522;;0
171;MT;117767;D;18;Laranja;522;;0
172;MT;83955;D;21;Laranja;522;;0
173;MT;83754;E;2;Laranja;522;;0
174;MT;39708;C;3;Laranja;522;;0
175;MT;117950;A;7;Laranja;522;;0
176;MT;117845;C;11;Laranja;522;;0
177;MT;111696;A;15;Laranja;522;;0
178;MT;89634;E;28;Laranja;522;;0
179;MT;78445;C;26;Laranja;522;;0
180;MT;111593;B;25;Laranja;522;;0
136;MT;63187;D;1;Verde;526;;1
137;MT;117612;B;17;Verde;526;;1
138;MT;63808;E;9;Verde;526;;1
139;MT;54448;B;20;Verde;526;;1
140;MT;86432;A;1;Verde;526;;1
141;MT;23065;C;14;Verde;526;;1
142;MT;117798;A;26;Verde;526;;1
143;MT;30740;B;12;Verde;526;;1
144;MT;30436;C;12;Verde;526;;1
145;MT;117725;D;24;Verde;526;;1
146;MT;84409;B;23;Verde;526;;1
147;MT;28434;A;16;Verde;526;;1
148;MT;117607;B;16;Verde;526;;1
149;MT;30570;E;3;Verde;526;;1
150;MT;84374;C;21;Verde;526;;1
151;MT;117635;E;6;Verde;526;;1
152;MT;9779;E;21;Verde;526;;1
153;MT;111608;E;5;Verde;526;;1
154;MT;117726;D;30;Verde;526;;1
155;MT;8368;C;28;Verde;526;;1
156;MT;13303;B;27;Verde;526;;1
157;MT;14324;D;10;Verde;526;;1
158;MT;18002;C;4;Verde;526;;1
159;MT;42803;C;13;Verde;526;;1
160;MT;117743;E;19;Verde;526;;1
161;MT;10360;D;8;Verde;526;;1
162;MT;31184;C;29;Verde;526;;1
163;MT;8401;D;19;Verde;526;;1
164;MT;117818;A;9;Verde;526;;1
165;MT;117783;B;14;Verde;526;;1
166;MT;83792;E;2;Verde;526;;1
167;MT;8442;D;25;Verde;526;;1
168;MT;111518;A;20;Verde;526;;1
169;MT;83994;A;4;Verde;526;;1
170;MT;17642;D;8;Verde;526;;1
171;MT;117767;D;18;Verde;526;;1
172;MT;83955;D;21;Verde;526;;1
173;MT;83754;E;2;Verde;526;;1
174;MT;39708;C;3;Verde;526;;1
175;MT;117950;A;7;Verde;526;;1
176;MT;117845;C;11;Verde;526;;1
177;MT;111696;A;15;Verde;526;;1
178;MT;89634;E;28;Verde;526;;1
179;MT;78445;C;26;Verde;526;;1
180;MT;111593;B;25;Verde;526;;1
136;MT;25440;E;1;Amarela;555;;0
137;MT;9633;B;16;Amarela;555;;0
138;MT;59845;D;1;Amarela;555;;0
139;MT;24334;A;16;Amarela;555;;0
140;MT;60756;D;2;Amarela;555;;0
141;MT;96736;C;17;Amarela;555;;0
142;MT;29547;C;3;Amarela;555;;0
143;MT;30574;B;18;Amarela;555;;0
144;MT;28698;C;3;Amarela;555;;0
145;MT;48676;A;19;Amarela;555;;0
146;MT;32551;E;4;Amarela;555;;0
147;MT;10339;B;19;Amarela;555;;0
148;MT;66692;A;4;Amarela;555;;0
149;MT;66929;C;5;Amarela;555;;0
150;MT;23894;E;20;Amarela;555;;0
151;MT;82002;D;20;Amarela;555;;0
152;MT;82633;B;23;Amarela;555;;0
153;MT;17472;D;21;Amarela;555;;0
154;MT;54090;A;6;Amarela;555;;0
155;MT;81433;C;21;Amarela;555;;0
156;MT;12484;E;7;Amarela;555;;0
157;MT;40824;B;22;Amarela;555;;0
158;MT;30935;C;8;Amarela;555;;0
159;MT;85317;D;23;Amarela;555;;0
160;MT;7252;B;8;Amarela;555;;0
161;MT;88922;C;24;Amarela;555;;0
162;MT;63359;B;9;Amarela;555;;0
163;MT;15171;D;25;Amarela;555;;0
164;MT;97573;E;10;Amarela;555;;0
165;MT;25163;D;25;Amarela;555;;0
166;MT;81332;E;9;Amarela;555;;0
167;MT;23513;A;26;Amarela;555;;0
168;MT;23881;C;11;Amarela;555;;0
169;MT;77834;C;27;Amarela;555;;0
170;MT;6944;D;12;Amarela;555;;0
171;MT;26057;C;27;Amarela;555;;0
172;MT;15190;D;12;Amarela;555;;0
173;MT;11633;E;28;Amarela;555;;0
174;MT;31006;D;13;Amarela;555;;0
175;MT;9066;B;28;Amarela;555;;0
176;MT;81787;B;14;Amarela;555;;0
177;MT;48515;B;14;Amarela;555;;0
178;MT;30066;B;29;Amarela;555;;0
179;MT;84906;C;30;Amarela;555;;0
180;MT;79042;A;15;Amarela;555;;0
136;MT;30066;B;29;Cinza;556;;0
137;MT;84906;C;30;Cinza;556;;0
138;MT;79042;A;15;Cinza;556;;0
139;MT;9066;B;28;Cinza;556;;0
140;MT;81787;B;14;Cinza;556;;0
141;MT;48515;B;14;Cinza;556;;0
142;MT;26057;C;27;Cinza;556;;0
143;MT;15190;D;12;Cinza;556;;0
144;MT;11633;E;28;Cinza;556;;0
145;MT;31006;D;13;Cinza;556;;0
146;MT;23513;A;26;Cinza;556;;0
147;MT;23881;C;11;Cinza;556;;0
148;MT;77834;C;27;Cinza;556;;0
149;MT;6944;D;12;Cinza;556;;0
150;MT;25163;D;25;Cinza;556;;0
151;MT;81332;E;9;Cinza;556;;0
152;MT;63359;B;9;Cinza;556;;0
153;MT;15171;D;25;Cinza;556;;0
154;MT;97573;E;10;Cinza;556;;0
155;MT;85317;D;23;Cinza;556;;0
156;MT;7252;B;8;Cinza;556;;0
157;MT;88922;C;24;Cinza;556;;0
158;MT;81433;C;21;Cinza;556;;0
159;MT;12484;E;7;Cinza;556;;0
160;MT;40824;B;22;Cinza;556;;0
161;MT;30935;C;8;Cinza;556;;0
162;MT;54090;A;6;Cinza;556;;0
163;MT;82002;D;20;Cinza;556;;0
164;MT;82633;B;23;Cinza;556;;0
165;MT;17472;D;21;Cinza;556;;0
166;MT;66692;A;4;Cinza;556;;0
167;MT;66929;C;5;Cinza;556;;0
168;MT;23894;E;20;Cinza;556;;0
169;MT;48676;A;19;Cinza;556;;0
170;MT;32551;E;4;Cinza;556;;0
171;MT;10339;B;19;Cinza;556;;0
172;MT;29547;C;3;Cinza;556;;0
173;MT;30574;B;18;Cinza;556;;0
174;MT;28698;C;3;Cinza;556;;0
175;MT;59845;D;1;Cinza;556;;0
176;MT;24334;A;16;Cinza;556;;0
177;MT;60756;D;2;Cinza;556;;0
178;MT;96736;C;17;Cinza;556;;0
179;MT;25440;E;1;Cinza;556;;0
180;MT;9633;B;16;Cinza;556;;0
136;MT;25163;D;25;Azul;557;;0
137;MT;81332;E;9;Azul;557;;0
138;MT;54090;A;6;Azul;557;;0
139;MT;63359;B;9;Azul;557;;0
140;MT;15171;D;25;Azul;557;;0
141;MT;97573;E;10;Azul;557;;0
142;MT;82002;D;20;Azul;557;;0
143;MT;82633;B;23;Azul;557;;0
144;MT;17472;D;21;Azul;557;;0
145;MT;59845;D;1;Azul;557;;0
146;MT;24334;A;16;Azul;557;;0
147;MT;60756;D;2;Azul;557;;0
148;MT;96736;C;17;Azul;557;;0
149;MT;30066;B;29;Azul;557;;0
150;MT;84906;C;30;Azul;557;;0
151;MT;79042;A;15;Azul;557;;0
152;MT;26057;C;27;Azul;557;;0
153;MT;15190;D;12;Azul;557;;0
154;MT;11633;E;28;Azul;557;;0
155;MT;31006;D;13;Azul;557;;0
156;MT;25440;E;1;Azul;557;;0
157;MT;9633;B;16;Azul;557;;0
158;MT;48676;A;19;Azul;557;;0
159;MT;32551;E;4;Azul;557;;0
160;MT;10339;B;19;Azul;557;;0
161;MT;9066;B;28;Azul;557;;0
162;MT;81787;B;14;Azul;557;;0
163;MT;48515;B;14;Azul;557;;0
164;MT;29547;C;3;Azul;557;;0
165;MT;30574;B;18;Azul;557;;0
166;MT;28698;C;3;Azul;557;;0
167;MT;81433;C;21;Azul;557;;0
168;MT;12484;E;7;Azul;557;;0
169;MT;40824;B;22;Azul;557;;0
170;MT;30935;C;8;Azul;557;;0
171;MT;66692;A;4;Azul;557;;0
172;MT;66929;C;5;Azul;557;;0
173;MT;23894;E;20;Azul;557;;0
174;MT;85317;D;23;Azul;557;;0
175;MT;7252;B;8;Azul;557;;0
176;MT;88922;C;24;Azul;557;;0
177;MT;23513;A;26;Azul;557;;0
178;MT;23881;C;11;Azul;557;;0
179;MT;77834;C;27;Azul;557;;0
180;MT;6944;D;12;Azul;557;;0
136;MT;23513;A;26;Rosa;558;;0
137;MT;23881;C;11;Rosa;558;;0
138;MT;77834;C;27;Rosa;558;;0
139;MT;6944;D;12;Rosa;558;;0
140;MT;85317;D;23;Rosa;558;;0
141;MT;7252;B;8;Rosa;558;;0
142;MT;88922;C;24;Rosa;558;;0
143;MT;25440;E;1;Rosa;558;;0
144;MT;9633;B;16;Rosa;558;;0
145;MT;81433;C;21;Rosa;558;;0
146;MT;12484;E;7;Rosa;558;;0
147;MT;40824;B;22;Rosa;558;;0
148;MT;30935;C;8;Rosa;558;;0
149;MT;9066;B;28;Rosa;558;;0
150;MT;81787;B;14;Rosa;558;;0
151;MT;48515;B;14;Rosa;558;;0
152;MT;48676;A;19;Rosa;558;;0
153;MT;32551;E;4;Rosa;558;;0
154;MT;10339;B;19;Rosa;558;;0
155;MT;66692;A;4;Rosa;558;;0
156;MT;66929;C;5;Rosa;558;;0
157;MT;23894;E;20;Rosa;558;;0
158;MT;29547;C;3;Rosa;558;;0
159;MT;30574;B;18;Rosa;558;;0
160;MT;28698;C;3;Rosa;558;;0
161;MT;59845;D;1;Rosa;558;;0
162;MT;24334;A;16;Rosa;558;;0
163;MT;60756;D;2;Rosa;558;;0
164;MT;96736;C;17;Rosa;558;;0
165;MT;26057;C;27;Rosa;558;;0
166;MT;15190;D;12;Rosa;558;;0
167;MT;11633;E;28;Rosa;558;;0
168;MT;31006;D;13;Rosa;558;;0
169;MT;30066;B;29;Rosa;558;;0
170;MT;84906;C;30;Rosa;558;;0
171;MT;79042;A;15;Rosa;558;;0
172;MT;82002;D;20;Rosa;558;;0
173;MT;82633;B;23;Rosa;558;;0
174;MT;17472;D;21;Rosa;558;;0
175;MT;54090;A;6;Rosa;558;;0
176;MT;63359;B;9;Rosa;558;;0
177;MT;15171;D;25;Rosa;558;;0
178;MT;97573;E;10;Rosa;558;;0
179;MT;25163;D;25;Rosa;558;;0
180;MT;81332;E;9;Rosa;558;;0
