NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190001004683;2019;1502400;Castanhal;15;PA;19;F;1;3;1;1502905;Curuçá;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502400;Castanhal;15;PA;1;1;1;1;504;507;511;516;511.9;579.1;611.8;540.2;CDDCEEDBEBEEDCAADDD*DBBBDECBBEABCCCCEDBBAAEDA;BDECABAADBAEBADEEBCCCACCEDBCCDABBECEABBBEAAAB;99999ABEADCDBADEDBEEDAAECEAECBDCBCCDEBDAADEBBCCCDE;CAAACBACCDECACCBCDBAADCCDCDAEBDBEDADCEECEECDD;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;160;140;140;180;140;760;H;E;F;D;5;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
190001004684;2019;1501907;Bujaru;15;PA;18;M;1;2;1;1501907;Bujaru;15;PA;2;0;2;1;0;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501907;Bujaru;15;PA;1;1;1;1;504;508;512;516;423.2;343.9;453.9;456;CECAECEACDBDADBECBECABABEBCADBDABECBECADBECAC;CADEBBDACEADBECEBCADACEBDCADEBBEDACACEBDACDDB;99999DACEBDACBEBBECDABDDBAADBCACEBDACEBDACEBDBCEAD;CDCBCDCEDBDACEBEBDBDACECCDAECADBEDCEBBECADBEC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;120;120;100;140;580;H;H;F;F;3;A;A;B;C;A;A;B;A;B;A;A;A;A;C;A;A;D;A;A;B
190001004685;2019;1503606;Itaituba;15;PA;25;M;0;0;1;3550308;São Paulo;35;SP;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1503606;Itaituba;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;F;E;F;1;O;A;D;C;B;A;B;A;A;A;B;A;B;C;A;A;B;A;B;B
190001004686;2019;1502103;Cametá;15;PA;27;F;1;3;1;1502103;Cametá;15;PA;1;7;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502103;Cametá;15;PA;0;1;1;0;;510;513;;;394.2;412.1;;;CAADAADCDBEAAAADECDEBCABADDEEBBDDACEBCDBDEECE;99999EAEEDDBDDDACADCEBCEEECBDEEECBEEBEAEBEBBCDCDDC;;1;;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;;1;100;140;100;100;80;520;B;B;A;A;2;B;A;A;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B
190001004687;2019;1501402;Belém;15;PA;18;F;1;3;1;1501402;Belém;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;505;507;511;518;349.8;417.1;416.6;468.3;ADBEDCADEBCECABDBCCDBBCADDEBAABAEDBDCCBDCACAD;ADBADBDACEBCBACCDADCAACCACABEABBCDBBCEBEABCEB;99999DAEBECABECBECECCABEDBCBECDCCDDCBABBCCCDADABCD;DBDECAEBDACEBBECABEDCABEBACDBAEBDA*DCBADECABD;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;40;40;120;0;320;D;D;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
190001004688;2019;1501808;Breves;15;PA;18;F;1;2;1;1501808;Breves;15;PA;2;0;2;1;0;15583430;1501808;Breves;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501808;Breves;15;PA;1;1;1;1;503;507;511;515;450.9;436.6;489.1;408.4;AEDDDEBEECBABCDDADBCBCAECBDEDBBBEDECEDBEEBACA;EBECBEAADBDEEEAECAEADABEDDCDCCDCAACECBAEABCDD;99999CBABDBCDBBEDAAEEACECEECEDDCEDBAEBDCCEDDBCEAAC;CCBDADDCADAECCADDEDCCBECACCCBDCCDDEBBDCECBDCE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;120;120;100;580;B;B;A;A;5;A;A;B;B;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
190001004689;2019;1501402;Belém;15;PA;25;F;1;3;1;1507904;Soure;15;PA;1;9;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;506;509;514;517;484.7;530.8;591.5;459.1;DDCADDCBEDEE.ADBEEBBEEEEAAABDDDDBBDABCCBCBDCB;CEBBBEACABAACABEEACDBEADBEDABDADAAEBAEDBDDEDD;99999CCBDABACBAAADEBAAADBBEECECDDDADBCCAADECECACCC;CCCBCAECCCAADBBCBBEBBAAAADCAAEBAADBBDDDCEBEEE;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;200;160;180;120;820;E;E;F;D;2;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
190001004690;2019;1504208;Marabá;15;PA;19;M;1;2;1;1504208;Marabá;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;503;508;512;515;609.6;592;546.4;692.2;EAECBCDEADCACBDBBBEADDAEEBADADDEECDCBACADBBDA;CBABADBBEAEE*DCAECBEEEBDDEDEEABDBECECCCAACBAB;99999CEBAACBACDECBADCEDCCAEBCAADEEAADDDDACDEDBAAEA;EEBADDBBBEAA*EEACEDEBDADCCDEBADBBADABEDCDDBAA;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;160;180;180;120;800;E;E;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
190001004691;2019;1500958;Aurora do Pará;15;PA;22;F;1;3;1;1500958;Aurora do Pará;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504059;Mãe do Rio;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;B;F;F;7;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
190001004692;2019;1500800;Ananindeua;15;PA;16;M;1;1;1;1500800;Ananindeua;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500800;Ananindeua;15;PA;1;1;1;1;506;510;513;517;497.2;443.4;511.3;392.4;DDAADBCADDDBBACECBBCBDBCBEEBECBACCEBBCEEBDCBC;AACEBCDAAAAAAAAAAAAABCDAADBAAEAAAAAAACADCADAA;99999AEBCAEBECBBEAEEDCDCCCDAECAEEEECBEAABCEECAAACC;EBBEBCEACEBCBDBABDECCCECCBDDCBEACAECCEECDCCBB;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;100;40;40;120;40;340;H;E;B;B;4;C;A;C;C;A;B;B;A;B;A;B;A;A;C;B;A;D;A;A;B
190001004693;2019;1501402;Belém;15;PA;21;M;1;3;1;1501402;Belém;15;PA;1;2;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;505;510;513;518;483.6;465.7;483.6;392.9;BACBCABDDDCEAEBABEEDCDCCEAAEABBDCCEBDAEDDAAEE;DBABAEDCADBECACABCAEDEDECBCDEBCCABDADBBCCAEDC;99999DEAEBDBBCBCEDAACBEAEEDADCAEBCABCCEEABDEAABCCD;EEDCABCAEBDDAABDBCAEDBCDDEEBDBAECBCDCEAADCBEA;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;120;120;120;140;640;C;C;D;B;5;D;A;B;C;A;B;B;A;A;A;B;A;A;C;A;A;D;A;A;A
190001004694;2019;1504208;Marabá;15;PA;19;M;1;3;1;1504208;Marabá;15;PA;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1504208;Marabá;15;PA;1;1;1;1;504;508;512;516;493;483.6;522.5;554.9;ACCCEDACEBEAEBCAEDADDDCEDCCEBCBCACEEBEECDCAAE;ABAC.BDACABADCEBEAEBBDDEAACDEDCCDBEBACAEDCCAC;EDBDE99999EBACCEEEEEBACCDBAABCBDCBEAADDDECBBECACCD;DABCBBABDAEBABCBECCBECDBAEACABBBEBECEBEADCABD;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;140;120;120;100;600;H;G;C;D;4;E;A;B;E;A;B;B;A;A;A;A;A;A;C;A;A;D;A;B;B
190001004695;2019;1500800;Ananindeua;15;PA;26;F;2;1;1;1500800;Ananindeua;15;PA;1;9;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;503;510;513;515;438.4;463.3;490.2;424.1;CDEBBABADDDCADCDBECBDCBDACEDCBCBBDDBEDBDCBBAC;CBDCDBDBADDADCACBDEDCBECEEDBDCBAECDCBDCDDBECC;99999AEECBBBEEBBAAEECDDEEECADCDEECCBBBBEBDAEEADDCA;AAADAEBCAEACDBCCDEBCDBDCADACDCACC*AEDBDBACDEB;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;100;60;20;400;B;D;B;B;6;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190001004696;2019;1507300;São Félix do Xingu;15;PA;18;F;1;1;1;1507300;São Félix do Xingu;15;PA;2;0;2;1;0;15121607;1507300;São Félix do Xingu;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507300;São Félix do Xingu;15;PA;1;1;1;1;506;509;514;517;501.3;534.3;539.7;545.1;DEDBABABEABADDEEBEBBDADEEBBCEEDBCAEBBAAEADCCD;CCBBECACBBACABBEBCBABEEDCEBDEBEABECBEADBADEDD;EDBAB99999BACCECDAEBAAADBEDBEEABEDAEBBDADBBEECEACE;ABCADBECDAAEDADCAECAADEBEECDDBDEBDCBEBEDBECBB;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;120;140;160;160;740;C;D;C;B;4;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;D;A;B;B
190001004697;2019;1502905;Curuçá;15;PA;26;F;1;1;1;1502905;Curuçá;15;PA;1;7;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502905;Curuçá;15;PA;1;1;1;1;505;507;511;518;349.4;375.8;524.3;446.7;DBCDDDCEACBDABEEBCABDBECC*BDBEDACCBECDABCEACB;ECAACDEBCABDCEABDEDCCDBCABDECACBDACDEDCCBDAAA;99999ECADCDCBABBDDABAADECDEAEBDCBBEDABEADDCEBCDBEA;ABDCDEBCADEEABCECBCCABDAEBEDCABCBDEACDCEDABEC;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;100;120;100;80;80;480;C;C;A;A;3;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
190001004698;2019;1501402;Belém;15;PA;18;F;1;3;1;1501402;Belém;15;PA;2;0;2;1;0;15042820;1501402;Belém;15;PA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501402;Belém;15;PA;1;1;1;1;506;508;512;517;407.4;364.8;487.2;377.9;CDDECEB*DDABCAACCDDEABDCEDEADDDDDCDCCABCCBDBC;AEAABAEDDAADBEBBAADEDBCDCBEDBAEDDAEAEEEBDDEEC;DADAB99999CCDABCEECCCBAABCDEAABBADAADABBECCECAAEAC;CCCDBCEDCCBACCECCDBCCACDCACBCEACECCBDADACCBDD;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;100;120;100;120;120;560;E;E;C;B;3;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
190001004699;2019;1506807;Santarém;15;PA;22;F;1;3;1;1600105;Amapá;16;AP;1;4;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1506807;Santarém;15;PA;1;1;1;1;503;508;512;515;397.6;518.6;489.3;366.9;CDDDBEDDBCDCADBADBECACEBCEADDBCBEBECBCAEDCDED;BBAACBDACDDEDDBDECBAADDBBBCBDABCADCECEEACAEAC;99999CEDADCEBDAEBCDCAADACDDDBEEBABDEBDBDECBACEBDDB;CBCECBADDCBEDAADDDBCCDADADDBCCBEACDBDCECDCBDB;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;80;120;120;120;60;500;B;E;F;F;7;A;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
190001004700;2019;1505536;Parauapebas;15;PA;29;F;1;2;1;1507151;São Domingos do Araguaia;15;PA;1;3;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505536;Parauapebas;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;B;A;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;B;B
190001004701;2019;1500503;Almeirim;15;PA;21;F;1;3;1;1500503;Almeirim;15;PA;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500503;Almeirim;15;PA;0;1;1;0;;510;513;;;387.4;375.5;;;ACDEACDEABCEC*BAEBDCBDEACBBEDAEACADEACBDBDACE;99999EECAEBCBDAA*CABABCDAEABCDEABDADBCAEBCADCADBED;;1;;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;;1;120;80;60;120;20;400;E;C;A;A;6;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
190001004702;2019;1502400;Castanhal;15;PA;37;F;2;2;1;1507201;São Domingos do Capim;15;PA;1;13;1;1;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1502400;Castanhal;15;PA;1;1;1;1;504;510;513;516;502.6;477.2;499.6;389;BECCDACBEBBBDDCECCADABAEDAABEDDCCAAEABAADDBAE;AEADCAABBDADABDACADBCEEBBEBACEDACECCAAAADBABA;99999ACBCACABABDEACEEADDDAADDCBEABDCABEABCBECDAABA;EDCAABCEAEDCAEDBAAECECDEDDEBCACAEAACEEBADEBCC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;120;100;100;100;520;B;F;A;D;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
190001004703;2019;1503309;Igarapé-Miri;15;PA;17;M;1;3;1;1503309;Igarapé-Miri;15;PA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1503309;Igarapé-Miri;15;PA;1;1;1;1;505;510;513;518;481;580.1;596.7;650.2;AACBCCBBCDBCCECBEEEDDBACDACAEDEDEACEAACEDCEBD;EACDBBDBADAEABCBCAAEBEAABDBCEBCACABBAECEBBDCB;ADBBE99999BDBCCCCACECDDEDDAADCAEDCDCDECEBAECBDEBCC;AEBBACCBAAEBDEDEDDCCABEBEDCEABDCABEACCACDACAE;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;120;120;160;140;680;E;E;C;B;5;C;A;B;D;A;C;B;A;B;A;B;A;A;C;B;A;D;A;B;B
